,index_x,company_name,dataset_id_x,as_of_date,followers_count,employees_on_platform,link,industry,date_added,date_updated_x,level_0,index_y,dataset_id_y,time,checkins,has_added_app,were_here_count,likes,talking_about_count,facebook_id,date_updated_y
242,881,cargurus,1677113,2018-07-17,6861,654,https://www.linkedin.com/company/141203,Internet,2018-07-17 13:48:44.138467+00,2018-07-17 13:48:44.138493+00,775,775,1005292,2018-07-16 04:00:00+00,0,f,0,1095288,62761,14063600598,2018-07-17 05:24:42.007032+00
243,883,carmax,58802,2018-07-17,48719,9956,https://www.linkedin.com/company/162901,Retail,2018-07-17 19:15:14.001854+00,2018-07-17 19:15:14.00188+00,781,781,53449,2018-07-16 04:00:00+00,0,f,257751,323599,23754,58226901193,2018-07-17 05:31:37.763223+00
244,884,carmichael lynch,2058998,2018-02-17,14782,332,https://www.linkedin.com/company/162902,Marketing and Advertising,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,782,782,62828,2018-07-16 04:00:00+00,1931,f,1931,5552,1503,20838826160,2018-07-17 05:31:26.533477+00
245,888,carriage services,898046,2018-07-17,4940,463,https://www.linkedin.com/company/48627,Individual &amp; Family Services,2018-07-17 18:31:55.736155+00,2018-07-17 18:31:55.736204+00,789,789,898137,2018-07-17 04:00:00+00,57,f,57,845,117,125335264148097,2018-07-17 05:29:47.491662+00
246,892,cars.com,1329869,2018-07-17,17163,1920,https://www.linkedin.com/company/5364,Internet,2018-07-17 20:12:38.321344+00,2018-07-17 20:12:38.321386+00,791,791,1329842,2018-07-16 04:00:00+00,517,f,277,418713,13745,268558512343,2018-07-17 05:33:57.212184+00
247,894,cartus,870172,2018-07-17,17417,2859,https://www.linkedin.com/company/8196,Real Estate,2018-07-17 19:54:20.019974+00,2018-07-17 19:54:20.019997+00,794,794,870142,2018-07-17 04:00:00+00,414,f,0,3435,475,235680599856342,2018-07-18 05:48:19.244093+00
248,898,cascade microtech,901929,2018-07-17,2178,382,https://www.linkedin.com/company/18960,Semiconductors,2018-07-17 15:57:20.510985+00,2018-07-17 15:57:20.511008+00,798,798,902012,2018-07-17 04:00:00+00,123,f,123,189,12,114917311895759,2018-07-17 05:25:37.966582+00
249,901,cashnetusa,2132987,2018-03-23,86,0,https://www.linkedin.com/company/5212673,Financial Services,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,801,801,898267,2018-07-16 04:00:00+00,0,f,0,24731,381,96046370676,2018-07-17 05:30:12.156923+00
250,904,castlight health,897768,2018-07-17,15146,742,https://www.linkedin.com/company/978813,"Health, Wellness and Fitness",2018-07-17 18:31:33.250246+00,2018-07-17 18:31:33.250272+00,804,804,53307,2018-07-17 04:00:00+00,380,f,378,4772,373,119738521410088,2018-07-17 05:29:46.663348+00
251,909,caterpillar inc.,58539,2018-07-17,559256,49601,https://www.linkedin.com/company/2622,Machinery,2018-07-17 18:20:23.527929+00,2018-07-17 18:20:23.527954+00,810,810,864678,2018-07-17 04:00:00+00,552,f,0,618036,18772,170598262971636,2018-07-18 05:44:48.487239+00
252,910,cathay bank,901905,2018-07-17,9429,1010,https://www.linkedin.com/company/25250,Banking,2018-07-17 13:49:27.951771+00,2018-07-17 13:49:27.95182+00,812,812,52690,2018-07-16 04:00:00+00,0,f,0,1827,210,167927771700,2018-07-17 05:24:42.706694+00
253,912,cato fashion,2023656,2018-02-17,34,49,https://www.linkedin.com/company/9684875,Retail,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,813,813,53270,2018-07-16 04:00:00+00,0,f,0,482599,133139,100073827292,2018-07-17 05:29:23.93284+00
254,914,"cbc settlement funding, llc",896982,2018-07-17,85,17,https://www.linkedin.com/company/707334,Financial Services,2018-07-17 13:33:18.960023+00,2018-07-17 13:33:18.960067+00,818,818,897137,2018-07-17 04:00:00+00,0,f,0,548,443,147241278666103,2018-07-18 05:39:49.451933+00
255,922,cbs ecomedia,868139,2018-07-17,955,37,https://www.linkedin.com/company/2477251,Marketing and Advertising,2018-07-17 18:21:30.355011+00,2018-07-17 18:21:30.355035+00,513,513,893058,2017-11-08 05:00:00+00,31,f,31,470,24,177146755779972,2017-11-12 00:05:35.720569+00
256,924,cbs interactive,868140,2018-07-17,38436,2692,https://www.linkedin.com/company/268213,Online Media,2018-07-17 18:21:30.38188+00,2018-07-17 18:21:30.381901+00,825,825,868420,2018-07-16 04:00:00+00,3144,f,3144,11247,1466,352860607270,2018-07-17 05:29:26.635242+00
257,929,cdk global,892264,2018-07-17,41397,7896,https://www.linkedin.com/company/1464,Computer Software,2018-07-17 13:51:42.99871+00,2018-07-17 13:51:42.998768+00,839,839,892215,2018-07-16 04:00:00+00,39,f,39,8556,3067,248564073290,2018-07-17 05:24:45.684247+00
258,944,cejka search,916734,2018-07-17,1208,84,https://www.linkedin.com/company/30486,Hospital &amp; Health Care,2018-07-17 13:51:21.450994+00,2018-07-17 13:51:21.451038+00,843,843,916872,2018-07-16 04:00:00+00,27,f,27,451,81,12047718782,2018-07-17 05:24:45.305149+00
259,945,celanese,58876,2018-07-17,32409,5186,https://www.linkedin.com/company/162947,Chemicals,2018-07-17 18:22:47.326269+00,2018-07-17 18:22:47.326317+00,844,844,53278,2018-07-16 04:00:00+00,366,f,366,3633,636,444667375205,2018-07-17 05:29:30.827138+00
260,947,celestica,897765,2018-07-17,61937,9656,https://www.linkedin.com/company/3392,Electrical/Electronic Manufacturing,2018-07-17 18:26:16.200799+00,2018-07-17 18:26:16.200847+00,846,846,897848,2018-07-17 04:00:00+00,532,f,532,2752,2066,261397233885698,2018-07-18 05:45:00.16748+00
261,951,cellectis,1334755,2018-07-17,7089,114,https://www.linkedin.com/company/89362,Biotechnology,2018-07-17 13:56:58.201426+00,2018-07-17 13:56:58.201476+00,848,848,1005679,2018-07-16 04:00:00+00,0,f,0,760,69,104596079580935,2018-07-17 05:24:52.112999+00
262,957,cementos pacasmayo saa,898040,2018-07-17,22149,665,https://www.linkedin.com/company/1043815,Building Materials,2018-07-17 18:29:33.064268+00,2018-07-17 18:29:33.064294+00,850,850,53299,2018-07-17 04:00:00+00,2278,f,1142,331210,67861,334312206608491,2018-07-18 05:45:08.096987+00
263,962,centennial bank,92499,2018-07-17,2747,834,https://www.linkedin.com/company/406724,Banking,2018-07-17 16:09:44.675466+00,2018-07-17 16:09:44.675491+00,855,855,893999,2017-09-06 04:00:00+00,214,f,214,479,252,115392218528489,2017-09-06 14:22:53.782883+00
264,964,centerline drivers,900249,2018-07-17,1848,315,https://www.linkedin.com/company/1183154,Staffing and Recruiting,2018-07-17 20:10:15.114758+00,2018-07-17 20:10:15.114799+00,856,856,900293,2018-07-17 04:00:00+00,7,f,0,7703,912,354980604551823,2018-07-18 05:48:49.186565+00
265,966,centerstate bank,902176,2018-07-17,1976,1294,https://www.linkedin.com/company/1007357,Financial Services,2018-07-17 14:04:06.065761+00,2018-07-17 14:04:06.065805+00,857,857,52735,2018-07-17 04:00:00+00,46,f,1766,4057,408,203854646301076,2018-07-18 05:40:40.050695+00
266,972,century 21®,2025543,2018-02-17,64969,26095,https://www.linkedin.com/company/3347,Real Estate,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,861,861,870143,2018-07-16 04:00:00+00,2578,f,0,435688,18716,44054450913,2018-07-17 05:33:26.138385+00
267,976,centurylink,59209,2018-07-17,94466,35032,https://www.linkedin.com/company/4955,Telecommunications,2018-07-17 18:32:06.536522+00,2018-07-17 18:32:06.536563+00,863,863,53310,2018-07-16 04:00:00+00,0,f,0,94964,10851,238535514706,2018-07-17 05:29:47.719556+00
268,979,ceragon networks,897728,2018-07-17,20749,1669,https://www.linkedin.com/company/14470,Telecommunications,2018-07-17 14:03:00.313771+00,2018-07-17 14:03:00.313797+00,864,864,52730,2018-07-17 04:00:00+00,71,f,71,5874,359,131929896842339,2018-07-17 05:25:00.108114+00
269,996,charles river laboratories,870473,2018-07-17,44544,7707,https://www.linkedin.com/company/8306,Biotechnology,2018-07-17 18:30:49.731201+00,2018-07-17 18:30:49.731259+00,877,877,53303,2018-07-17 04:00:00+00,509,f,0,16949,22793,269480609742893,2018-07-18 05:45:10.086666+00
270,997,charles schwab,58576,2018-07-17,117472,17152,https://www.linkedin.com/company/1855,Financial Services,2018-07-17 19:58:22.978431+00,2018-07-17 19:58:22.97848+00,878,878,53576,2018-07-16 04:00:00+00,0,f,0,228009,18643,59062845587,2018-07-17 05:33:32.694862+00
271,998,charlotte motor speedway,2261883,2017-11-07,2663,271,https://www.linkedin.com/company/1321497,Sports,2017-11-07 23:41:45+00,2017-11-07 23:41:45+00,879,879,898929,2018-07-16 04:00:00+00,599495,f,599495,188368,28019,113520967459,2018-07-17 05:34:12.933851+00
272,1003,charterbank,902150,2018-07-17,376,179,https://www.linkedin.com/company/1753371,Banking,2018-07-17 13:54:58.754186+00,2018-07-17 13:54:58.754212+00,881,881,52704,2018-07-16 04:00:00+00,0,f,0,24041,6597,208478201776,2018-07-17 05:24:49.667097+00
273,1007,"check point software, ltd",868678,2017-01-11,47035,4108,https://www.linkedin.com/company/3090,Computer & Network Security,2017-01-11 04:22:16.197069+00,2017-01-11 04:22:16.197129+00,887,887,52705,2018-07-16 04:00:00+00,319,f,319,43705,3745,204426307048,2018-07-17 05:24:50.106473+00
274,1011,chemical bank,894561,2018-07-17,8281,2537,https://www.linkedin.com/company/7719,Banking,2018-07-17 13:54:48.262474+00,2018-07-17 13:54:48.262499+00,894,894,52703,2016-12-08 05:00:00+00,115,f,115,10266,979,20538764955,2017-02-14 02:04:33.679032+00
275,1020,chevron,58452,2018-07-17,1551990,70698,https://www.linkedin.com/company/2192,Oil &amp; Energy,2018-07-17 18:33:33.853889+00,2018-07-17 18:33:33.853931+00,899,899,53317,2018-07-16 04:00:00+00,0,f,543947,1173124,34351,431744650466,2018-07-17 05:29:49.01873+00
276,1044,christopher and banks,897978,2018-07-17,5018,1307,https://www.linkedin.com/company/23727,Retail,2018-07-17 18:20:57.292196+00,2018-07-17 18:20:57.292221+00,914,914,898134,2018-07-17 04:00:00+00,120,f,0,227824,9564,198160180214387,2018-07-18 05:44:49.775831+00
277,1055,chuy's restaurants,1340740,2018-07-17,3128,1049,https://www.linkedin.com/company/3977745,Restaurants,2018-07-17 13:55:31.717643+00,2018-07-17 13:55:31.71767+00,922,922,55625,2018-07-17 04:00:00+00,0,f,2207038,68490,15236,141910719160456,2018-07-17 05:24:50.740854+00
278,1057,cibc,864744,2018-07-17,167269,32064,https://www.linkedin.com/company/1826,Banking,2018-07-17 18:26:37.450416+00,2018-07-17 18:26:37.450442+00,923,923,53289,2018-07-17 04:00:00+00,0,f,1677,407712,31444,152542414874330,2018-07-18 05:45:02.459868+00
279,1060,cigna,58549,2018-07-17,154141,26341,https://www.linkedin.com/company/2490,"Health, Wellness and Fitness",2018-07-17 18:24:36.556917+00,2018-07-17 18:24:36.556967+00,926,926,53283,2018-07-16 04:00:00+00,0,f,0,624508,72515,174971709316,2018-07-17 05:29:33.479827+00
280,1064,cincinnati bell,897977,2018-07-17,9204,2049,https://www.linkedin.com/company/163048,Telecommunications,2018-07-17 18:20:34.777169+00,2018-07-17 18:20:34.777195+00,927,927,53271,2018-07-16 04:00:00+00,136,f,69,26983,15504,110376283088,2018-07-17 05:29:24.188445+00
281,1065,cinedigm,902152,2018-07-17,7185,132,https://www.linkedin.com/company/13086,Motion Pictures and Film,2018-07-17 13:55:42.195527+00,2018-07-17 13:55:42.195554+00,929,929,52709,2018-07-16 04:00:00+00,0,f,0,175506,21052,96203627314,2018-07-17 05:24:50.942618+00
282,1066,cinemark,869852,2018-07-17,51020,5460,https://www.linkedin.com/company/20013,Entertainment,2018-07-17 18:27:53.70034+00,2018-07-17 18:27:53.700391+00,932,932,53291,2018-07-16 04:00:00+00,20783,f,24424506,1329616,372534,67418361170,2018-07-17 05:29:39.873306+00
283,1068,cintas,58829,2018-07-17,88741,19156,https://www.linkedin.com/company/5045,Facilities Services,2018-07-17 14:05:13.11946+00,2018-07-17 14:05:13.11949+00,934,934,52739,2018-07-16 04:00:00+00,2197,f,0,20697,3091,10401757259,2018-07-17 05:25:03.299157+00
284,1073,cisco,58383,2018-07-17,1850129,96413,https://www.linkedin.com/company/1063,Computer Networking,2018-07-17 14:04:05.550947+00,2018-07-17 14:04:05.550989+00,935,935,59549,2018-07-16 04:00:00+00,17326,f,16294,1188757,29450,10084673031,2018-07-17 05:25:01.153619+00
285,1075,citi,58412,2018-07-17,1582595,208461,https://www.linkedin.com/company/11448,Financial Services,2018-07-17 18:19:16.857472+00,2018-07-17 18:19:16.85752+00,937,937,59550,2018-07-17 04:00:00+00,0,f,0,1190262,713907,152431441489088,2018-07-18 05:44:47.139109+00
286,1076,citi trends,1344442,2018-07-17,7304,1704,https://www.linkedin.com/company/136579,Retail,2018-07-17 14:06:07.590736+00,2018-07-17 14:06:07.590761+00,938,938,52744,2018-07-17 04:00:00+00,430,f,36957,594148,24844,117073051696546,2018-07-17 05:25:05.786609+00
287,1078,citizens bank,868805,2018-07-17,50088,15850,https://www.linkedin.com/company/163062,Banking,2018-07-17 18:23:19.437852+00,2018-07-17 18:23:19.437894+00,939,939,869060,2018-07-17 04:00:00+00,0,f,0,168079,39508,131677553516197,2018-07-17 05:29:30.930985+00
288,1081,citizens community federal,930705,2018-07-17,286,128,https://www.linkedin.com/company/3560165,Banking,2018-07-17 14:09:15.514398+00,2018-07-17 14:09:15.514448+00,940,940,52756,2018-07-17 04:00:00+00,0,f,0,8601,5492,211429052399847,2018-07-18 05:40:47.099571+00
289,1082,citizens first bank,930704,2018-07-17,118,147,https://www.linkedin.com/company/2112521,Banking,2018-07-17 14:09:04.641322+00,2018-07-17 14:09:04.641372+00,941,941,930816,2018-07-17 04:00:00+00,43,f,43,2875,2414,213680195377304,2018-07-18 05:40:46.888353+00
290,1084,citrix,58875,2018-07-17,249176,11646,https://www.linkedin.com/company/2641,Computer Software,2018-07-17 14:06:40.067017+00,2018-07-17 14:06:40.067043+00,942,942,60644,2018-07-16 04:00:00+00,563,f,563,117332,9819,88154406665,2018-07-17 05:25:06.890651+00
291,1086,citysearch.com,2051085,2018-03-09,1287,168,https://www.linkedin.com/company/163092,Internet,2018-03-09 18:50:55+00,2018-03-09 18:50:55+00,948,948,57602,2018-07-17 04:00:00+00,0,f,0,8530,40,123106001084100,2018-07-17 05:26:05.571963+00
292,1089,civista bank,893253,2018-07-17,775,232,https://www.linkedin.com/company/801800,Banking,2018-07-17 13:55:53.030967+00,2018-07-17 13:55:53.031007+00,950,950,893979,2018-07-17 04:00:00+00,2,f,2,1138,1360,1174118315947148,2018-07-18 05:40:29.331631+00
293,1090,class c solutions group,2106378,2018-02-17,4462,897,https://www.linkedin.com/company/16642,Logistics and Supply Chain,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,1709,1709,60942,2018-07-17 04:00:00+00,0,f,0,366,52,134484919896303,2018-07-17 05:30:31.231624+00
294,1091,clean energy fuels,902156,2018-07-17,6855,462,https://www.linkedin.com/company/350942,Oil &amp; Energy,2018-07-17 13:57:09.462274+00,2018-07-17 13:57:09.462321+00,954,954,52712,2018-07-17 04:00:00+00,440,f,440,2091,113,118535281590333,2018-07-17 05:24:52.711132+00
295,1094,clearfield,902154,2018-07-17,1286,149,https://www.linkedin.com/company/281328,Telecommunications,2018-07-17 13:56:47.313487+00,2018-07-17 13:56:47.313531+00,956,956,902389,2018-07-17 04:00:00+00,48,f,48,413,144,133369070025496,2018-07-17 05:24:51.984416+00
296,1095,clearone,1342788,2018-07-17,7013,229,https://www.linkedin.com/company/24394,Telecommunications,2018-07-17 13:57:20.273496+00,2018-07-17 13:57:20.273521+00,957,957,52713,2018-07-17 04:00:00+00,10,f,10,7206,2780,284680714967616,2018-07-18 05:40:31.756935+00
297,1104,clm bbdo,2310289,2018-07-17,4908,145,https://www.linkedin.com/company/1264431,Marketing and Advertising,2018-07-17 19:40:14.696902+00,2018-07-17 19:40:14.696924+00,959,959,2310235,2018-07-17 04:00:00+00,577,f,577,9714,494,238300046198670,2018-07-18 05:47:47.056896+00
298,1106,cloudera,86160,2018-07-17,96063,1927,https://www.linkedin.com/company/229433,Computer Software,2018-07-17 18:25:43.156609+00,2018-07-17 18:25:43.156635+00,963,963,86133,2018-07-16 04:00:00+00,764,f,764,22926,797,40235856597,2018-07-17 05:29:34.503981+00
299,1110,cme group,58617,2018-07-17,53247,2671,https://www.linkedin.com/company/5499,Financial Services,2018-07-17 13:58:14.411662+00,2018-07-17 13:58:14.411688+00,968,968,52714,2018-07-16 04:00:00+00,3332,f,3332,40696,3109,106249000192,2018-07-17 05:24:54.318985+00
300,1113,cnb bank,902140,2018-07-17,720,358,https://www.linkedin.com/company/3922387,Banking,2018-07-17 13:51:06.530628+00,2018-07-17 13:51:06.530653+00,586,586,901754,2018-07-17 04:00:00+00,48,f,48,534,212,168884569813984,2018-07-18 05:40:03.395494+00
301,1115,cnh industrial,868808,2018-07-17,185262,26902,https://www.linkedin.com/company/4622,Machinery,2018-07-17 18:27:42.87162+00,2018-07-17 18:27:42.871665+00,971,971,53290,2018-07-17 04:00:00+00,52,f,52,22485,22884,604598226218072,2018-07-18 05:45:04.225435+00
302,1118,coalesse,898889,2018-07-17,6934,140,https://www.linkedin.com/company/232502,Furniture,2018-07-17 19:58:45.352329+00,2018-07-17 19:58:45.352351+00,973,973,898907,2018-07-16 04:00:00+00,0,f,0,33092,1207,51331944213,2018-07-17 05:33:32.969811+00
303,1119,coastway community bank,902190,2018-07-17,286,123,https://www.linkedin.com/company/73205,Banking,2018-07-17 14:07:56.216643+00,2018-07-17 14:07:56.216669+00,974,974,52750,2018-07-17 04:00:00+00,40,f,29,747,330,805431966152692,2018-07-18 05:40:45.975998+00
304,1121,cobiz financial inc.,901916,2017-11-29,2026,598,https://www.linkedin.com/company/332492,Financial Services,2017-11-29 05:19:13.142721+00,2017-11-29 05:19:13.14277+00,976,976,52717,2018-07-17 04:00:00+00,162,f,162,885,285,123468044392997,2018-07-17 05:24:55.978422+00
305,1122,cobiz insurance,901917,2018-07-17,705,78,https://www.linkedin.com/company/426062,Insurance,2018-07-17 13:59:41.792739+00,2018-07-17 13:59:41.792774+00,919,919,895823,2018-07-16 04:00:00+00,617,f,0,12024,2164,195143962298,2018-07-17 05:29:24.05329+00
306,1129,"coeur mining, inc.",893291,2018-07-17,18702,709,https://www.linkedin.com/company/136781,Mining &amp; Metals,2018-07-17 18:22:35.929695+00,2018-07-17 18:22:35.929722+00,981,981,894020,2018-07-17 04:00:00+00,0,f,0,1157,360,433425163428265,2018-07-18 05:44:55.860765+00
307,1132,cognizant,58545,2018-07-17,1430578,243556,https://www.linkedin.com/company/1680,Information Technology and Services,2018-07-17 14:06:29.251307+00,2018-07-17 14:06:29.25135+00,1000,1000,60643,2018-07-16 04:00:00+00,94,f,0,345673,24419,134577187146,2018-07-17 05:25:06.449846+00
308,1135,coherent inc.,871556,2018-07-17,11670,1828,https://www.linkedin.com/company/6196,Electrical/Electronic Manufacturing,2018-07-17 13:59:42.226258+00,2018-07-17 13:59:42.226299+00,1001,1001,52718,2018-07-17 04:00:00+00,352,f,352,1465,125,277214705634047,2018-07-18 05:40:34.007347+00
309,1138,coldwell banker,870169,2018-07-17,78309,28377,https://www.linkedin.com/company/2037,Real Estate,2018-07-17 19:54:19.943515+00,2018-07-17 19:54:19.943538+00,1004,1004,870138,2018-07-16 04:00:00+00,872,f,0,234527,14395,22902635507,2018-07-17 05:33:25.950298+00
310,1149,colorado state bank and trust,869815,2018-07-17,977,225,https://www.linkedin.com/company/58401,Banking,2018-07-17 13:43:57.89319+00,2018-07-17 13:43:57.893212+00,1014,1014,870001,2018-07-17 04:00:00+00,4,f,0,1341,159,164990160227123,2018-07-18 05:40:09.753509+00
311,1151,columbia bank,901919,2018-07-17,5392,1652,https://www.linkedin.com/company/26842,Banking,2018-07-17 13:59:53.600417+00,2018-07-17 13:59:53.600443+00,1018,1018,902007,2018-07-17 04:00:00+00,342,f,342,30705,3269,130186213705658,2018-07-17 05:24:56.257959+00
312,1153,columbia sportswear company,93691,2018-07-17,77575,4043,https://www.linkedin.com/company/7003,Sports,2018-07-17 14:00:04.421892+00,2018-07-17 14:00:04.421939+00,1017,1017,52719,2018-07-16 04:00:00+00,0,f,723,1715060,34029,34296534191,2018-07-17 05:24:56.512655+00
313,1157,comfort systems usa,60752,2018-07-17,8328,1135,https://www.linkedin.com/company/30490,Construction,2018-07-17 18:50:58.365279+00,2018-07-17 18:50:58.365327+00,1021,1021,60932,2018-07-17 04:00:00+00,0,f,0,481,191,589965034364218,2018-07-18 05:45:52.518608+00
314,1159,commerce bank,869818,2018-07-17,19115,4094,https://www.linkedin.com/company/73600,Banking,2018-07-17 13:50:33.26036+00,2018-07-17 13:50:33.260391+00,1023,1023,869775,2018-07-17 04:00:00+00,0,f,55,31330,6487,252927131431833,2018-07-18 05:40:22.543343+00
315,1165,commscope,869187,2018-07-17,59466,6198,https://www.linkedin.com/company/163163,Telecommunications,2018-07-17 14:00:14.834549+00,2018-07-17 14:00:14.834575+00,1026,1026,869364,2018-07-17 04:00:00+00,208,f,208,16879,6948,1392364827708350,2018-07-18 05:40:34.71892+00
316,1174,community west bank,901925,2018-07-17,333,132,https://www.linkedin.com/company/62831,Banking,2018-07-17 14:07:56.633872+00,2018-07-17 14:07:56.633918+00,1029,1029,902010,2018-07-17 04:00:00+00,0,f,0,259,118,401181846639903,2018-07-18 05:40:46.058952+00
317,1175,commvault,901924,2018-07-17,56917,2666,https://www.linkedin.com/company/163166,Computer Software,2018-07-17 14:07:35.005519+00,2018-07-17 14:07:35.005569+00,1030,1030,52749,2018-07-16 04:00:00+00,3,f,3,7870,679,108244278021,2018-07-17 05:25:08.513448+00
318,1176,companhia siderúrgica nacional,901508,2018-07-17,112729,6492,https://www.linkedin.com/company/310806,Mining & Metals,2018-07-17 20:00:55.495381+00,2018-07-17 20:00:55.495428+00,1031,1031,901559,2018-07-17 04:00:00+00,0,f,0,47947,21182,241930315854304,2018-07-18 05:48:29.820719+00
319,1180,compugraphics photomasks,901490,2018-07-17,360,73,https://www.linkedin.com/company/89727,Semiconductors,2018-07-17 19:42:18.731743+00,2018-07-17 19:42:18.731764+00,1032,1032,901552,2018-07-17 04:00:00+00,8,f,8,1012,7,1413161968967237,2018-07-18 05:47:51.928061+00
320,1184,"comscore, inc.",901933,2018-07-17,40934,1619,https://www.linkedin.com/company/7360,Internet,2018-07-17 17:18:46.068838+00,2018-07-17 17:18:46.068865+00,1033,1033,53065,2018-07-17 04:00:00+00,770,f,770,31368,320,183244721733423,2018-07-18 05:43:11.263385+00
321,1187,con edison,868147,2018-07-17,22716,8069,https://www.linkedin.com/company/163188,Utilities,2018-07-17 18:41:35.84216+00,2018-07-17 18:41:35.842187+00,1046,1046,868436,2018-07-17 04:00:00+00,3834,f,0,25381,33478,112258312240526,2018-07-17 05:30:05.803338+00
322,1189,conagra brands,58869,2018-07-17,118975,9349,https://www.linkedin.com/company/3493,Food Production,2018-07-17 18:19:50.939991+00,2018-07-17 18:19:50.940017+00,1035,1035,53269,2018-07-16 04:00:00+00,0,f,0,163088,1166,126016648090,2018-07-17 05:29:22.290424+00
323,1190,conagra foods,58869,2016-11-10,103281,10115,https://www.linkedin.com/company/3493,Food Production,2016-11-10 00:00:00+00,2016-11-10 00:00:00+00,1036,1036,53269,2016-11-10 05:00:00+00,0,f,0,163790,8633,126016648090,2017-02-14 04:27:22.550385+00
324,1195,concentrix,869955,2018-07-17,150304,31228,https://www.linkedin.com/company/23213,Outsourcing/Offshoring,2018-07-17 20:03:17.981731+00,2018-07-17 20:03:17.981753+00,1037,1037,69324,2018-07-16 04:00:00+00,137,f,137,513,255,101635406548259,2018-07-17 05:26:39.409713+00
325,1199,concur,901999,2018-01-04,76415,6331,https://www.linkedin.com/company/5822,Computer Software,2018-01-04 15:26:05.957336+00,2018-01-04 15:26:05.957377+00,1045,1045,52716,2018-01-02 05:00:00+00,510,f,0,30780,3238,58126589144,2018-01-02 23:11:36.256839+00
326,1205,connection,908849,2018-07-17,24824,3245,https://www.linkedin.com/company/5351,Information Technology and Services,2018-07-17 13:59:30.212268+00,2018-07-17 13:59:30.212295+00,3337,3337,53001,2016-09-08 04:00:00+00,360,f,360,1808,107,97670471940,2017-02-14 02:06:59.499055+00
327,1206,connectone bank,910952,2018-07-17,2223,303,https://www.linkedin.com/company/969266,Banking,2018-07-17 13:59:08.810871+00,2018-07-17 13:59:08.810898+00,1048,1048,52715,2018-07-16 04:00:00+00,110,f,192,938,359,103115006393364,2018-07-17 05:24:55.343546+00
328,1207,conocophillips,58440,2018-07-17,625030,21093,https://www.linkedin.com/company/3600,Oil &amp; Energy,2018-07-17 18:28:59.947178+00,2018-07-17 18:28:59.947204+00,1050,1050,53295,2018-07-16 04:00:00+00,4408,f,0,57397,4764,173793155340,2018-07-17 05:29:41.165594+00
329,1212,constant contact,86074,2018-07-17,19499,1185,https://www.linkedin.com/company/13156,Computer Software,2018-07-17 15:46:17.147794+00,2018-07-17 15:46:17.147822+00,1054,1054,86084,2018-07-16 04:00:00+00,447,f,1118,174400,2107,24860070976,2018-07-17 05:25:23.343114+00
330,1214,constellium,899043,2018-07-17,13219,2364,https://www.linkedin.com/company/2249972,Mining &amp; Metals,2018-07-17 18:31:44.876527+00,2018-07-17 18:31:44.876553+00,1055,1055,899368,2018-07-17 04:00:00+00,776,f,776,1970,1115,172515322804493,2018-07-18 05:45:14.251682+00
331,1221,contrapuntobbdo,2310300,2018-07-17,5379,131,https://www.linkedin.com/company/717369,Marketing and Advertising,2018-07-17 19:40:14.915689+00,2018-07-17 19:40:14.915728+00,1058,1058,2310258,2018-07-16 04:00:00+00,202,f,0,7257,540,290914272157,2018-07-17 05:32:51.123129+00
332,1223,control4,902185,2018-07-17,16118,607,https://www.linkedin.com/company/16852,Consumer Electronics,2018-07-17 14:06:07.208691+00,2018-07-17 14:06:07.208736+00,1059,1059,52743,2018-07-16 04:00:00+00,0,f,0,54273,4046,48095789020,2018-07-17 05:25:05.545759+00
333,1224,convergys,871592,2018-07-17,169374,48173,https://www.linkedin.com/company/2159,Outsourcing/Offshoring,2018-07-17 18:33:11.464411+00,2018-07-17 18:33:11.46446+00,1060,1060,871509,2018-07-17 04:00:00+00,0,f,94,2109920,2068,117825184898766,2018-07-17 05:29:48.734536+00
334,1231,coopervision,59090,2018-07-17,26243,3656,https://www.linkedin.com/company/10559,Medical Devices,2018-07-17 18:28:49.509893+00,2018-07-17 18:28:49.509918+00,1062,1062,60648,2018-07-17 04:00:00+00,0,f,0,16181,597,109396605763261,2018-07-17 05:29:40.980527+00
335,1232,copa airlines,870662,2018-07-17,105442,4342,https://www.linkedin.com/company/22695,Airlines/Aviation,2018-07-17 18:29:32.688091+00,2018-07-17 18:29:32.688118+00,1063,1063,53298,2018-07-17 04:00:00+00,0,f,0,1332505,62516,135155299865681,2018-07-17 05:29:42.060166+00
336,1233,copart,59183,2018-07-17,26840,2385,https://www.linkedin.com/company/15317,Automotive,2018-07-17 14:01:43.10065+00,2018-07-17 14:01:43.10069+00,1064,1064,52727,2018-07-17 04:00:00+00,767,f,0,684930,73514,149962345034128,2018-07-18 05:40:37.245482+00
337,1239,corecivic,871285,2018-07-17,12490,3745,https://www.linkedin.com/company/20088,Law Enforcement,2018-07-17 18:34:07.171031+00,2018-07-17 18:34:07.17106+00,1067,1067,53319,2018-07-16 04:00:00+00,239,f,239,43903,2993,30153846911,2018-07-17 05:29:49.326491+00
